t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right,z_bumper,vz_bumper,,v' ,,E_kin_wagen,E_kin_bumper,E_gesamt,,p_wagen,p_bumper,p_gesamt
2.279999,0,0,-0.7342855,0,0,-0.2857143,0,0,0,0,-0.914286,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.299999,0,0,-0.7399998,0,0,-0.2857143,0,0,0,0,-0.9200003,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.319999,0,0,-0.7457141,0,0,-0.2857143,0,0,0,0,-0.9257146,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.339999,0,0,-0.7514284,0,0,-0.2857143,0,0,0,0,-0.9314288,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.359999,0,0,-0.7571427,0,0,-0.2857143,0,0,0,0,-0.9371431,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.379999,0,0,-0.762857,0,0,-0.2857143,0,0,0,0,-0.9428574,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.399999,0,0,-0.7685713,0,0,-0.2857143,0,0,0,0,-0.9485717,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.419999,0,0,-0.7742856,0,0,-0.2857143,0,0,0,0,-0.954286,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.439999,0,0,-0.7799999,0,0,-0.2857143,0,0,0,0,-0.9600003,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.459999,0,0,-0.7857142,0,0,-0.2857143,0,0,0,0,-0.9657146,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.479999,0,0,-0.7914285,0,0,-0.2857143,0,0,0,0,-0.9714289,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.499999,0,0,-0.7971428,0,0,-0.2857143,0,0,0,0,-0.9771432,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.519999,0,0,-0.8028571,0,0,-0.2857143,0,0,0,0,-0.9828575,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.539999,0,0,-0.8085714,0,0,-0.2857143,0,0,0,0,-0.9885718,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.559999,0,0,-0.8142857,0,0,-0.2857143,0,0,0,0,-0.9942861,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.579999,0,0,-0.82,0,0,-0.2857143,0,0,0,0,-1,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.599999,0,0,-0.8257142,0,0,-0.2857143,0,0,0,0,-1.005715,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.619999,0,0,-0.8314285,0,0,-0.2857143,0,0,0,0,-1.011429,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.639999,0,0,-0.8371428,0,0,-0.2857143,0,0,0,0,-1.017143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.659999,0,0,-0.8428571,0,0,-0.2857143,0,0,0,0,-1.022858,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.679999,0,0,-0.8485714,0,0,-0.2857143,0,0,0,0,-1.028572,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.699999,0,0,-0.8542857,0,0,-0.2857143,0,0,0,0,-1.034286,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.719999,0,0,-0.86,0,0,-0.2857143,0,0,0,0,-1.04,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.739999,0,0,-0.8657143,0,0,-0.2857143,0,0,0,0,-1.045715,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.759999,0,0,-0.8714286,0,0,-0.2857143,0,0,0,0,-1.051429,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.779999,0,0,-0.8771429,0,0,-0.2857143,0,0,0,0,-1.057143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.799999,0,0,-0.8828572,0,0,-0.2857143,0,0,0,0,-1.062858,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.819999,0,0,-0.8885715,0,0,-0.2857143,0,0,0,0,-1.068572,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.839999,0,0,-0.8942858,0,0,-0.2857143,0,0,0,0,-1.074286,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.859999,0,0,-0.9000001,0,0,-0.2857143,0,0,0,0,-1.080001,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.879999,0,0,-0.9057144,0,0,-0.2857143,0,0,0,0,-1.085715,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.899999,0,0,-0.9114287,0,0,-0.2857143,0,0,0,0,-1.091429,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.919999,0,0,-0.917143,0,0,-0.2857143,0,0,0,0,-1.097143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.939999,0,0,-0.9228573,0,0,-0.2857143,0,0,0,0,-1.102858,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.959999,0,0,-0.9285716,0,0,-0.2857143,0,0,0,0,-1.108572,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.979999,0,0,-0.9342859,0,0,-0.2857143,0,0,0,0,-1.114286,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
2.999999,0,0,-0.9400002,0,0,-0.2857143,0,0,0,0,-1.120001,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.019999,0,0,-0.9457145,0,0,-0.2857143,0,0,0,0,-1.125715,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.039999,0,0,-0.9514288,0,0,-0.2857143,0,0,0,0,-1.131429,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.059999,0,0,-0.9571431,0,0,-0.2857143,0,0,0,0,-1.137143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.079999,0,0,-0.9628574,0,0,-0.2857143,0,0,0,0,-1.142858,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.099999,0,0,-0.9685717,0,0,-0.2857143,0,0,0,0,-1.148572,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.119999,0,0,-0.974286,0,0,-0.2857143,0,0,0,0,-1.154286,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.139999,0,0,-0.9800003,0,0,-0.2857143,0,0,0,0,-1.160001,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.159999,0,0,-0.9857146,0,0,-0.2857143,0,0,0,0,-1.165715,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.179999,0,0,-0.9914289,0,0,-0.2857143,0,0,0,0,-1.171429,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.199999,0,0,-0.9971431,0,0,-0.2857143,0,0,0,0,-1.177144,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.219999,0,0,-1.002857,0,0,-0.2857143,0,0,0,0,-1.182858,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.239999,0,0,-1.008572,0,0,-0.2857143,0,0,0,0,-1.188572,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.259999,0,0,-1.014286,0,0,-0.2857143,0,0,0,0,-1.194286,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.279999,0,0,-1.02,0,0,-0.2857143,0,0,0,0,-1.200001,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.299999,0,0,-1.025715,0,0,-0.2857143,0,0,0,0,-1.205715,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.319999,0,0,-1.031429,0,0,-0.2857143,0,0,0,0,-1.211429,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.339999,0,0,-1.037143,0,0,-0.2857143,0,0,0,0,-1.217144,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.359999,0,0,-1.042858,0,0,-0.2857143,0,0,0,0,-1.222858,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.379999,0,0,-1.048572,0,0,-0.2857143,0,0,0,0,-1.228572,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.399999,0,0,-1.054286,0,0,-0.2857143,0,0,0,0,-1.234287,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
