t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right,z_bumper,vz_bumper,,p_wagen,p_bumper,p_total,p_total_abs,,E_kin_wagen,E_kin_bumper,,E_gesamt
3.519999,0,0,0.08285733,0,0,0.4285714,0,0,0,0,-1.737145,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.539999,0,0,0.09142876,0,0,0.4285714,0,0,0,0,-1.748573,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.559999,0,0,0.1000002,0,0,0.4285714,0,0,0,0,-1.760002,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.579999,0,0,0.1085716,0,0,0.4285714,0,0,0,0,-1.77143,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.599999,0,0,0.117143,0,0,0.4285714,0,0,0,0,-1.782859,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.619999,0,0,0.1257145,0,0,0.4285714,0,0,0,0,-1.794288,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.639999,0,0,0.1342859,0,0,0.4285714,0,0,0,0,-1.805716,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.659999,0,0,0.1428573,0,0,0.4285714,0,0,0,0,-1.817145,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.679999,0,0,0.1514287,0,0,0.4285714,0,0,0,0,-1.828573,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.699999,0,0,0.1600002,0,0,0.4285714,0,0,0,0,-1.840002,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.719999,0,0,0.1685716,0,0,0.4285714,0,0,0,0,-1.851431,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.739999,0,0,0.177143,0,0,0.4285714,0,0,0,0,-1.862859,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.759999,0,0,0.1857145,0,0,0.4285714,0,0,0,0,-1.874288,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.779999,0,0,0.1942859,0,0,0.4285714,0,0,0,0,-1.885716,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.799999,0,0,0.2028573,0,0,0.4285714,0,0,0,0,-1.897145,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.819999,0,0,0.2114288,0,0,0.4285714,0,0,0,0,-1.908574,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.839999,0,0,0.2200002,0,0,0.4285714,0,0,0,0,-1.920002,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.859999,0,0,0.2285716,0,0,0.4285714,0,0,0,0,-1.931431,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.879999,0,0,0.2371431,0,0,0.4285714,0,0,0,0,-1.942859,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.899999,0,0,0.2457145,0,0,0.4285714,0,0,0,0,-1.954288,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.919999,0,0,0.2542859,0,0,0.4285714,0,0,0,0,-1.965717,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.939999,0,0,0.2628573,0,0,0.4285714,0,0,0,0,-1.977145,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.959999,0,0,0.2714287,0,0,0.4285714,0,0,0,0,-1.988574,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.979999,0,0,0.2800002,0,0,0.4285714,0,0,0,0,-2.000002,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
3.999999,0,0,0.2885716,0,0,0.4285714,0,0,0,0,-2.011431,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.019999,0,0,0.297143,0,0,0.4285714,0,0,0,0,-2.02286,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.039999,0,0,0.3057144,0,0,0.4285714,0,0,0,0,-2.034288,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.059999,0,0,0.3142858,0,0,0.4285714,0,0,0,0,-2.045717,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.079998,0,0,0.3228572,0,0,0.4285714,0,0,0,0,-2.057145,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.099998,0,0,0.3314286,0,0,0.4285714,0,0,0,0,-2.068574,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.119998,0,0,0.3400001,0,0,0.4285714,0,0,0,0,-2.080003,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.139998,0,0,0.3485715,0,0,0.4285714,0,0,0,0,-2.091431,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.159998,0,0,0.3571429,0,0,0.4285714,0,0,0,0,-2.10286,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.179998,0,0,0.3657143,0,0,0.4285714,0,0,0,0,-2.114288,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.199998,0,0,0.3742857,0,0,0.4285714,0,0,0,0,-2.125717,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.219998,0,0,0.3828571,0,0,0.4285714,0,0,0,0,-2.137146,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.239998,0,0,0.3914286,0,0,0.4285714,0,0,0,0,-2.148574,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.259998,0,0,0.4,0,0,0.4285714,0,0,0,0,-2.160003,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.279998,0,0,0.4085714,0,0,0.4285714,0,0,0,0,-2.171431,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.299998,0,0,0.4171428,0,0,0.4285714,0,0,0,0,-2.18286,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.319998,0,0,0.4257142,0,0,0.4285714,0,0,0,0,-2.194288,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.339998,0,0,0.4342856,0,0,0.4285714,0,0,0,0,-2.205717,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.359998,0,0,0.4428571,0,0,0.4285714,0,0,0,0,-2.217146,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.379999,0,0,0.4514285,0,0,0.4285714,0,0,0,0,-2.228574,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.399999,0,0,0.4599999,0,0,0.4285714,0,0,0,0,-2.240003,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.419999,0,0,0.4685713,0,0,0.4285714,0,0,0,0,-2.251431,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.439999,0,0,0.4771427,0,0,0.4285714,0,0,0,0,-2.26286,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.459999,0,0,0.4857141,0,0,0.4285714,0,0,0,0,-2.274289,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.479999,0,0,0.4942856,0,0,0.4285714,0,0,0,0,-2.285717,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.499999,0,0,0.502857,0,0,0.4285714,0,0,0,0,-2.297146,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.519999,0,0,0.5114284,0,0,0.4285714,0,0,0,0,-2.308574,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.539999,0,0,0.5199999,0,0,0.4285714,0,0,0,0,-2.320003,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.559999,0,0,0.5285713,0,0,0.4285714,0,0,0,0,-2.331432,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.579998,0,0,0.5371428,0,0,0.4285714,0,0,0,0,-2.34286,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.599998,0,0,0.5457142,0,0,0.4285714,0,0,0,0,-2.354289,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.619998,0,0,0.5542856,0,0,0.4285714,0,0,0,0,-2.365717,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.639998,0,0,0.5628571,0,0,0.4285714,0,0,0,0,-2.377146,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.659998,0,0,0.5714285,0,0,0.4285714,0,0,0,0,-2.388575,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.679998,0,0,0.58,0,0,0.4285714,0,0,0,0,-2.400003,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.699998,0,0,0.5885714,0,0,0.4285714,0,0,0,0,-2.411432,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
4.719998,0,0,0.5971429,0,0,0.4285714,0,0,0,0,-2.42286,-0.5714286,,0.17142856,-0.5714286,-0.40000004,0.40000004,,0.036734689,0.163265322,,0.200000011
