t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right
7.510037,0,0,-0.1101323,0,0,-0.5000296,0,0,0,0
7.530036,0,0,-0.1201329,0,0,-0.5000296,0,0,0,0
7.550037,0,0,-0.1301335,0,0,-0.5000296,0,0,0,0
7.570037,0,0,-0.1401341,0,0,-0.5000296,0,0,0,0
7.590037,0,0,-0.1501347,0,0,-0.5000296,0,0,0,0
7.610037,0,0,-0.1601353,0,0,-0.5000296,0,0,0,0
7.630037,0,0,-0.1701358,0,0,-0.5000296,0,0,0,0
7.650037,0,0,-0.1801364,0,0,-0.5000296,0,0,0,0
7.670037,0,0,-0.190137,0,0,-0.5000296,0,0,0,0
7.690037,0,0,-0.2001376,0,0,-0.5000296,0,0,0,0
7.710037,0,0,-0.2101382,0,0,-0.5000296,0,0,0,0
7.730037,0,0,-0.2201388,0,0,-0.5000296,0,0,0,0
